3.838314309187302875e+00,3.910966275289002425e+00,4.023427746129073945e+00,3.926343222283781298e+00,3.930003150986079330e+00,4.041699765826164636e+00,4.030808384315276882e+00,3.881684005185447539e+00,3.962109790699211764e+00,3.914311184341257466e+00,3.886711000546418049e+00,3.922921160855067146e+00,3.895744038400818177e+00,3.851224258873514827e+00,3.878957025205016951e+00,3.882865134339247071e+00,3.928169999596240913e+00,3.869181131406954410e+00,3.875048358270814841e+00,3.858889783343053992e+00,3.867854490891049934e+00,3.835441988866462815e+00,3.750904981026614404e+00,3.756416960264634675e+00,3.724922185753198889e+00
4.094582754682161152e+00,4.036597092393621189e+00,4.117234531265205000e+00,4.132035125584605950e+00,4.133679423008591591e+00,4.129014523574089601e+00,4.154298524176822660e+00,4.097189524633851221e+00,4.164213270202267836e+00,4.118667918922009008e+00,4.111314401837593557e+00,4.090486089075126230e+00,4.102735502377747423e+00,4.027256812198343638e+00,3.983168026184861876e+00,4.123299051172749863e+00,4.112245786010103821e+00,4.025456673025392895e+00,3.932328187293044230e+00,4.006597726270047843e+00,3.936895339845753572e+00,3.899176708931504809e+00,3.983079415541992852e+00,3.907409050345438395e+00,3.846063778028365299e+00
4.341808773205501737e+00,4.316592837327242194e+00,4.274918646595441629e+00,4.277661330597977596e+00,4.330275528218427539e+00,4.323292911042800668e+00,4.188846360490908083e+00,4.265929648429902521e+00,4.235553587025030708e+00,4.233535736639551850e+00,4.253168074069579419e+00,4.234897601611471885e+00,4.239562076475002605e+00,4.215164573005298898e+00,4.198688843912812274e+00,4.224881965000904849e+00,4.034702514362852988e+00,4.096295742559856734e+00,4.057748257346242227e+00,4.089246816779498417e+00,4.107691890599993734e+00,4.068597881205722189e+00,4.061953727407122905e+00,3.956545622903274939e+00,3.965398433428127145e+00
4.448270154131740206e+00,4.424520840271942035e+00,4.385316751846897176e+00,4.429044559795973335e+00,4.370278745340971938e+00,4.407716444659151911e+00,4.418824251171423967e+00,4.402471429176966211e+00,4.369423577866006880e+00,4.305844580227073948e+00,4.338658508374996892e+00,4.394887562874284725e+00,4.324609446035396765e+00,4.334425951616718287e+00,4.292660120296197590e+00,4.192948656658845863e+00,4.200192869879757929e+00,4.143254659379731031e+00,4.134546293791221849e+00,4.024298736980790103e+00,4.144907031841669642e+00,4.148731885245327433e+00,4.086582098153582976e+00,4.074144028083772184e+00,4.109814306317076671e+00
4.491652006900173966e+00,4.477603505001363615e+00,4.491019158536860623e+00,4.508566005767436380e+00,4.510777004919686917e+00,4.530277590502284291e+00,4.507217512089958689e+00,4.479423094337830591e+00,4.468054356511636627e+00,4.469996462287869399e+00,4.366317409582912923e+00,4.416014521803283799e+00,4.477253280981015493e+00,4.391785740183613562e+00,4.394315787369844628e+00,4.346554606980683744e+00,4.277630258734519408e+00,4.227132557717619754e+00,4.122546052230310565e+00,4.126272559699993181e+00,4.164844471215604749e+00,4.037815708332487930e+00,4.059331597271018666e+00,3.994927529712797742e+00,4.118979171236950343e+00
4.596827150298328668e+00,4.583486835129221504e+00,4.560408562248671416e+00,4.554909115616352366e+00,4.540366181959814895e+00,4.587935528264498686e+00,4.597841260719068401e+00,4.559451195636812670e+00,4.525726363327265744e+00,4.534152461351705909e+00,4.454917875111428671e+00,4.514419093043085418e+00,4.414816752586079751e+00,4.387946290834213059e+00,4.417200667168746264e+00,4.415349472301935307e+00,4.331789754868764497e+00,4.221244849831241375e+00,4.218978487289606782e+00,4.174565860842911036e+00,4.206089591453626042e+00,4.224958677853241973e+00,4.021616250442169083e+00,4.145588336632732407e+00,4.221937606543284538e+00
4.686151893317051176e+00,4.698010215676311496e+00,4.697522319991416673e+00,4.647391204516098995e+00,4.685484595819653819e+00,4.647153271391005980e+00,4.675014723237216785e+00,4.636075659107184777e+00,4.612575338035687977e+00,4.574650845538711152e+00,4.556622371178277398e+00,4.500368320237668307e+00,4.462375171225872350e+00,4.415798285373129239e+00,4.298546027113532730e+00,4.301124612518456125e+00,4.257200714021164956e+00,4.305544012103851514e+00,4.206461629014532910e+00,4.301106945217447297e+00,4.224422143214225045e+00,4.177243726124517664e+00,4.193177781940883975e+00,4.226044000973966597e+00,4.095102043711396078e+00
4.729252372458212506e+00,4.805083698354779997e+00,4.710016885024950639e+00,4.746647519925726755e+00,4.682353017474645718e+00,4.726560133727840451e+00,4.705360822096978701e+00,4.699754035923120021e+00,4.651541020486634537e+00,4.633193652232813875e+00,4.541393793662771294e+00,4.523053842715069273e+00,4.490664543625356053e+00,4.371600914151287931e+00,4.399959879205313840e+00,4.368605529320333858e+00,4.370288696352676361e+00,4.123835022145435403e+00,4.272641090637148586e+00,4.208702654482475936e+00,4.274224435252832244e+00,4.234629425882635800e+00,4.178128985447565391e+00,4.134946480323038465e+00,4.148193279621147589e+00
4.791048412957575664e+00,4.767212313061014228e+00,4.775972426052121911e+00,4.817183727727183395e+00,4.812639675219872792e+00,4.745953492930732764e+00,4.742635176822408205e+00,4.743647943331074757e+00,4.696747748939868572e+00,4.624766722040587474e+00,4.610590370133627047e+00,4.565736010428480540e+00,4.534979821115963539e+00,4.391407387969857190e+00,4.441941936024797144e+00,4.353343286302727044e+00,4.357942758496204050e+00,4.265394340134165851e+00,4.207371024342095644e+00,4.250224287318275174e+00,4.261878081772704441e+00,4.283559515080550106e+00,4.200168698239301612e+00,4.203682376319407332e+00,4.214733849225154927e+00
4.812373521019228662e+00,4.838551318193795581e+00,4.830819768722348861e+00,4.825598061901245295e+00,4.831392711684927121e+00,4.816199332136035238e+00,4.815410564943321425e+00,4.755215449805991312e+00,4.777004544456931789e+00,4.661562272248556127e+00,4.525480738679308779e+00,4.492454934227380292e+00,4.449213323380987184e+00,4.479652257065305676e+00,4.373888173136179169e+00,4.394207415488142310e+00,4.226027185109550999e+00,4.238592047498482174e+00,4.230814128054741552e+00,4.288893871392383872e+00,4.245250850565541079e+00,4.254207484944521944e+00,4.266168023684796751e+00,4.222504692231439094e+00,4.241389013463332525e+00
