0.000000000000000000e+00,4.899064048314696329e+00
2.631578947368420907e-02,4.874540620021264203e+00
5.263157894736841813e-02,4.876807793312524453e+00
7.894736842105262720e-02,4.876782152877709997e+00
1.052631578947368363e-01,4.837858625956583225e+00
1.315789473684210453e-01,4.801789273726275731e+00
1.578947368421052544e-01,4.705059123040173041e+00
1.842105263157894635e-01,4.491662159007032251e+00
2.105263157894736725e-01,4.374935145905459066e+00
2.368421052631578816e-01,4.303489044198039792e+00
2.631578947368420907e-01,4.189388578166976629e+00
2.894736842105263275e-01,4.179037728078387026e+00
3.157894736842105088e-01,4.111059456731684492e+00
3.421052631578946901e-01,4.017761787657994965e+00
3.684210526315789269e-01,4.056339254635330960e+00
3.947368421052631637e-01,4.001077434062405125e+00
4.210526315789473450e-01,3.958843451963817817e+00
4.473684210526315264e-01,3.975727696309770742e+00
4.736842105263157632e-01,3.946452466818902938e+00
5.000000000000000000e-01,3.912489381135081157e+00
