0.000000000000000000e+00,4.795908701312534106e+00
2.631578947368420907e-02,4.774105689023111943e+00
5.263157894736841813e-02,4.772172240558871792e+00
7.894736842105262720e-02,4.787840361345532258e+00
1.052631578947368363e-01,4.756486551078705105e+00
1.315789473684210453e-01,4.752922070448149405e+00
1.578947368421052544e-01,4.790048850070531827e+00
1.842105263157894635e-01,4.760626734703084395e+00
2.105263157894736725e-01,4.737087125179721525e+00
2.368421052631578816e-01,4.710527274772156936e+00
2.631578947368420907e-01,4.736180364217796424e+00
2.894736842105263275e-01,4.699821552532846169e+00
3.157894736842105088e-01,4.671454125400078539e+00
3.421052631578946901e-01,4.642678701889658477e+00
3.684210526315789269e-01,4.662816052764172881e+00
3.947368421052631637e-01,4.622969984924490738e+00
4.210526315789473450e-01,4.640480794311311108e+00
4.473684210526315264e-01,4.592399059976539633e+00
4.736842105263157632e-01,4.599902850495220186e+00
5.000000000000000000e-01,4.603265177595093682e+00
