0.000000000000000000e+00,4.887865738633685453e+00
2.631578947368420907e-02,4.869574000551512682e+00
5.263157894736841813e-02,4.862772791208436196e+00
7.894736842105262720e-02,4.850035989420670823e+00
1.052631578947368363e-01,4.846759782170085629e+00
1.315789473684210453e-01,4.805980871257409248e+00
1.578947368421052544e-01,4.781605248095215366e+00
1.842105263157894635e-01,4.744284505545971697e+00
2.105263157894736725e-01,4.662379730279289980e+00
2.368421052631578816e-01,4.592517416486185056e+00
2.631578947368420907e-01,4.519507044219801983e+00
2.894736842105263275e-01,4.503317601788909386e+00
3.157894736842105088e-01,4.485673695567194308e+00
3.421052631578946901e-01,4.430220485540577791e+00
3.684210526315789269e-01,4.351552096146640736e+00
3.947368421052631637e-01,4.384088167565455052e+00
4.210526315789473450e-01,4.308974185287646641e+00
4.473684210526315264e-01,4.363877220360740772e+00
4.736842105263157632e-01,4.310940159710252573e+00
5.000000000000000000e-01,4.306423521400904342e+00
