0.000000000000000000e+00,4.861496406768921474e+00
2.631578947368420907e-02,4.863648791330647647e+00
5.263157894736841813e-02,4.858605670992355741e+00
7.894736842105262720e-02,4.827148002670201166e+00
1.052631578947368363e-01,4.821752656729922037e+00
1.315789473684210453e-01,4.809490014397347579e+00
1.578947368421052544e-01,4.807778345665000508e+00
1.842105263157894635e-01,4.738933279324303527e+00
2.105263157894736725e-01,4.726844686922822447e+00
2.368421052631578816e-01,4.692154255473343305e+00
2.631578947368420907e-01,4.672875055345663498e+00
2.894736842105263275e-01,4.625277190199675204e+00
3.157894736842105088e-01,4.589201505703170092e+00
3.421052631578946901e-01,4.577878605595276262e+00
3.684210526315789269e-01,4.552627262386266693e+00
3.947368421052631637e-01,4.532107991388242496e+00
4.210526315789473450e-01,4.512656624270238837e+00
4.473684210526315264e-01,4.486208934587885722e+00
4.736842105263157632e-01,4.477504692484819415e+00
5.000000000000000000e-01,4.435354687958666275e+00
