0.000000000000000000e+00,4.890657100005797453e+00
2.631578947368420907e-02,4.890134315348857896e+00
5.263157894736841813e-02,4.883767411063291597e+00
7.894736842105262720e-02,4.859542837364217327e+00
1.052631578947368363e-01,4.872981443118458600e+00
1.315789473684210453e-01,4.810906145174867810e+00
1.578947368421052544e-01,4.775929788542239152e+00
1.842105263157894635e-01,4.649306628582627887e+00
2.105263157894736725e-01,4.548474178831350301e+00
2.368421052631578816e-01,4.449169564882230254e+00
2.631578947368420907e-01,4.401988192164112412e+00
2.894736842105263275e-01,4.341123278218923964e+00
3.157894736842105088e-01,4.256123428633992845e+00
3.421052631578946901e-01,4.266342878377970216e+00
3.684210526315789269e-01,4.269421835519905173e+00
3.947368421052631637e-01,4.186571007971784830e+00
4.210526315789473450e-01,4.147675436361424772e+00
4.473684210526315264e-01,4.194577137056191063e+00
4.736842105263157632e-01,4.154425638897713213e+00
5.000000000000000000e-01,4.129996410803876472e+00
